Hours_Studied,Attendance,Sleep_Hours,Motivation_Level,Parental_Involvement,Access_to_Resources,Tutoring_Sessions,Internet_Access,Extracurricular_Activities,Peer_Influence,Learning_Disabilities,Physical_Activity,Gender
10,76,7,Medium,Medium,Medium,1,Yes,Yes,Positive,No,4,Female
23,100,5,Medium,Low,Medium,4,Yes,Yes,Neutral,No,3,Male
32,79,5,Medium,Low,High,0,Yes,Yes,Positive,No,3,Male
12,82,6,High,High,Medium,0,Yes,Yes,Positive,Yes,4,Male
21,81,8,High,Low,Medium,3,Yes,Yes,Negative,No,5,Female
16,73,4,Low,Medium,Medium,4,Yes,Yes,Neutral,No,5,Male
23,63,8,High,Medium,Medium,2,Yes,Yes,Neutral,No,5,Male
20,96,7,Medium,Medium,Medium,1,Yes,No,Neutral,No,2,Male
16,92,4,High,Medium,Medium,6,Yes,Yes,Neutral,No,3,Male
23,66,6,Medium,Medium,High,2,Yes,No,Neutral,No,3,Male
31,91,6,Medium,Medium,Medium,2,Yes,Yes,Positive,No,3,Male
19,85,7,Low,High,Medium,0,Yes,No,Negative,No,4,Male
24,76,9,Medium,High,High,2,Yes,Yes,Positive,No,2,Female
12,70,9,Medium,Low,High,2,Yes,Yes,Neutral,Yes,2,Male
14,94,6,Medium,Low,Medium,3,Yes,No,Neutral,No,3,Female
23,88,6,Medium,Medium,Medium,0,Yes,No,Negative,No,3,Male
29,82,5,Medium,High,High,2,Yes,No,Neutral,No,3,Male
22,84,6,Medium,High,Medium,2,Yes,Yes,Neutral,No,3,Male
18,64,6,High,High,Medium,0,Yes,Yes,Negative,No,4,Male
20,79,7,High,High,Low,2,No,Yes,Negative,Yes,4,Male
12,68,7,Medium,Medium,High,1,Yes,No,Neutral,No,4,Male
24,68,6,High,Low,Low,0,No,No,Positive,Yes,3,Female
25,86,6,Medium,Medium,Low,3,Yes,Yes,Positive,No,3,Female
17,96,6,Medium,High,Medium,1,Yes,No,Neutral,No,3,Female
17,76,6,Low,Medium,High,2,Yes,Yes,Neutral,No,4,Male
22,68,9,High,High,Medium,1,Yes,Yes,Neutral,No,2,Female
17,86,8,Medium,High,High,1,Yes,Yes,Neutral,No,4,Male
20,95,8,Low,High,Medium,0,Yes,Yes,Positive,No,3,Female
33,90,9,Medium,Low,Medium,3,Yes,Yes,Negative,Yes,6,Male
19,95,8,Medium,Low,High,0,Yes,Yes,Neutral,No,2,Male
18,81,9,High,High,Low,1,Yes,Yes,Neutral,No,2,Female
16,90,8,Medium,Low,High,1,Yes,Yes,Neutral,No,5,Female
24,66,7,Medium,Low,High,0,Yes,No,Neutral,No,2,Male
19,74,6,Medium,High,High,2,Yes,Yes,Neutral,No,3,Male
16,76,6,Medium,High,High,1,No,Yes,Positive,No,1,Male
28,80,8,Low,Medium,High,1,Yes,Yes,Negative,No,3,Female
29,97,7,Medium,High,Medium,0,Yes,No,Positive,No,3,Female
16,95,5,High,Low,Medium,0,Yes,Yes,Neutral,No,3,Female
9,65,4,Low,Medium,Medium,1,Yes,No,Positive,No,3,Male
26,67,10,High,Medium,Low,3,Yes,Yes,Neutral,No,3,Male
16,74,6,Medium,High,High,1,Yes,Yes,Negative,Yes,4,Female
25,72,6,Low,Low,Low,8,Yes,Yes,Positive,No,4,Male
8,85,9,Low,Medium,Low,1,Yes,Yes,Positive,No,3,Male
25,96,5,Low,Medium,High,0,Yes,Yes,Neutral,No,4,Male
13,98,8,Medium,High,High,1,Yes,Yes,Positive,No,4,Female
24,86,10,Low,Medium,High,0,Yes,Yes,Positive,No,4,Female
20,94,10,Low,Medium,High,1,Yes,Yes,Neutral,Yes,5,Female
14,81,6,Medium,Low,Medium,6,No,No,Neutral,No,3,Female
18,68,7,Medium,Medium,High,1,Yes,No,Neutral,Yes,4,Female
24,81,6,Medium,Medium,Medium,1,No,Yes,Neutral,No,4,Male
21,82,7,Low,High,High,0,Yes,Yes,Positive,No,2,Male
24,90,9,Low,Medium,Low,0,Yes,Yes,Negative,Yes,3,Female
32,69,5,Medium,High,High,0,Yes,Yes,Negative,No,3,Female
11,75,8,Medium,Medium,Medium,2,Yes,No,Positive,No,4,Male
30,75,7,Medium,Medium,Medium,0,Yes,No,Positive,No,2,Male
21,98,9,Medium,Medium,High,0,Yes,Yes,Positive,No,1,Male
15,78,9,High,Medium,High,1,Yes,Yes,Positive,No,3,Male
12,90,6,Low,High,High,2,No,Yes,Neutral,No,3,Male
19,90,7,Medium,High,Low,4,Yes,No,Neutral,Yes,4,Female
26,71,8,Medium,Medium,Low,1,Yes,Yes,Positive,No,3,Male
19,83,8,Low,Low,Low,3,Yes,No,Neutral,No,3,Female
29,96,4,Medium,Low,Low,2,Yes,No,Neutral,No,2,Female
11,79,8,Low,Medium,Medium,1,Yes,No,Positive,No,2,Female
20,98,9,Medium,High,High,0,Yes,Yes,Positive,No,3,Male
12,69,7,Low,High,Medium,1,Yes,Yes,Neutral,No,3,Female
22,63,8,High,Medium,High,5,Yes,Yes,Neutral,No,3,Male
25,96,9,Low,Low,Medium,0,Yes,No,Positive,No,3,Male
17,94,7,Medium,Medium,Medium,1,Yes,Yes,Positive,No,3,Male
4,100,8,Low,High,Low,2,Yes,No,Negative,No,4,Female
21,87,7,Low,Medium,High,1,Yes,No,Positive,No,3,Male
23,97,7,Medium,Medium,High,0,Yes,No,Positive,No,4,Female
22,93,6,Medium,Medium,Medium,1,Yes,Yes,Negative,No,3,Female
27,94,7,Medium,Low,Medium,3,Yes,Yes,Positive,No,2,Female
14,83,10,Medium,Medium,Medium,1,Yes,Yes,Neutral,Yes,3,Female
24,75,6,High,High,High,1,No,Yes,Negative,No,3,Male
27,97,8,Medium,High,High,6,Yes,No,Neutral,No,2,Female
9,77,7,Low,Medium,Medium,2,Yes,No,Negative,No,3,Male
22,82,9,High,Low,Medium,0,Yes,Yes,Positive,No,4,Female
17,78,9,High,Medium,Low,1,Yes,Yes,Neutral,No,3,Male
20,83,6,Medium,High,Low,1,Yes,Yes,Neutral,No,2,Male
22,79,6,Low,Low,Low,3,Yes,Yes,Negative,No,3,Male
17,62,6,Low,High,Low,2,Yes,Yes,Neutral,No,3,Male
16,95,6,Medium,High,Low,0,Yes,Yes,Neutral,No,3,Male
20,78,6,Medium,Medium,Medium,3,Yes,No,Positive,No,3,Male
13,84,8,Low,Medium,Medium,2,No,No,Positive,No,2,Female
13,66,6,Medium,High,Medium,2,Yes,Yes,Positive,Yes,3,Male
24,60,6,Low,Medium,Medium,1,Yes,No,Neutral,No,2,Male
13,70,6,High,Low,Medium,2,Yes,Yes,Negative,No,5,Male
24,88,8,Medium,Low,Medium,1,Yes,No,Negative,No,3,Male
23,64,7,High,Low,Medium,4,Yes,Yes,Positive,No,3,Male
10,96,7,Medium,High,High,1,Yes,Yes,Neutral,No,1,Female
16,69,6,Medium,Medium,High,1,Yes,Yes,Negative,No,1,Male
27,68,5,Low,Medium,Medium,1,Yes,Yes,Negative,No,4,Male
14,67,9,Medium,High,Low,1,Yes,No,Positive,No,3,Male
17,61,7,Low,Medium,High,1,Yes,No,Neutral,No,2,Male
23,91,10,High,High,High,2,Yes,No,Positive,No,2,Male
25,95,8,Low,Medium,Low,4,Yes,No,Neutral,No,3,Female
18,85,10,High,Medium,Low,3,Yes,Yes,Neutral,No,3,Male
16,68,8,Medium,Medium,High,1,Yes,Yes,Neutral,No,3,Male
29,71,7,Low,High,Medium,1,Yes,No,Positive,No,3,Female
30,79,6,Medium,High,High,1,Yes,Yes,Positive,No,2,Male
26,98,6,Medium,Low,Medium,2,Yes,Yes,Negative,No,3,Female
21,70,9,Medium,High,High,1,Yes,No,Neutral,No,4,Male
15,89,7,Low,High,Low,2,Yes,Yes,Negative,No,3,Male
15,78,8,Low,Low,Medium,0,Yes,Yes,Negative,Yes,3,Female
23,72,8,Medium,Low,High,2,Yes,Yes,Positive,No,3,Male
23,78,8,Medium,Medium,Medium,1,Yes,Yes,Neutral,No,1,Female
28,63,6,High,Medium,Low,4,Yes,No,Neutral,No,4,Male
24,92,9,Medium,Medium,High,2,Yes,No,Positive,No,2,Female
11,70,7,Low,Medium,Low,1,Yes,Yes,Negative,No,3,Female
26,89,7,Low,Medium,Low,0,Yes,No,Neutral,No,3,Female
14,63,8,Low,Medium,Medium,0,Yes,No,Positive,No,5,Female
18,98,7,Medium,Low,Medium,1,Yes,Yes,Neutral,No,4,Female
22,68,4,High,Medium,High,2,Yes,No,Neutral,No,3,Male
32,95,9,Medium,Medium,High,2,Yes,Yes,Positive,No,4,Male
39,92,9,Medium,Medium,Medium,1,Yes,No,Negative,No,4,Male
24,99,4,Low,High,Medium,2,Yes,No,Neutral,No,3,Male
19,79,5,High,Low,Medium,1,Yes,Yes,Negative,No,4,Female
23,89,10,Low,Low,High,5,Yes,No,Neutral,No,4,Male
25,75,7,High,Low,High,4,Yes,No,Positive,No,5,Male
18,67,7,Low,Medium,High,2,Yes,Yes,Negative,Yes,3,Female
31,78,6,Low,High,High,0,Yes,Yes,Neutral,No,3,Male
21,67,5,Medium,Medium,Medium,1,Yes,Yes,Neutral,No,5,Male
23,99,7,Low,Medium,Medium,3,Yes,Yes,Neutral,No,2,Male
24,64,8,Medium,Medium,Medium,0,Yes,Yes,Positive,No,3,Female
23,84,7,Medium,Medium,Low,1,Yes,Yes,Positive,No,3,Female
25,85,8,Medium,Medium,Low,3,Yes,Yes,Positive,No,3,Male
16,82,10,Medium,Medium,High,2,Yes,Yes,Positive,No,4,Male
17,86,6,Low,Low,Medium,2,Yes,No,Positive,No,4,Female
13,65,7,Low,High,Medium,0,Yes,No,Neutral,Yes,2,Male
23,82,9,Medium,Medium,Medium,0,Yes,No,Positive,No,3,Female
25,71,6,Medium,Medium,High,1,Yes,Yes,Neutral,No,4,Female
23,98,7,Medium,Medium,Low,3,Yes,No,Neutral,No,4,Male
30,90,10,High,High,Medium,2,Yes,No,Neutral,No,6,Male
20,99,6,Medium,Low,Medium,2,Yes,No,Negative,No,4,Male
24,62,9,Low,Low,High,2,Yes,No,Positive,No,2,Female
13,71,7,Medium,Medium,Medium,0,Yes,No,Positive,No,3,Male
18,68,10,High,Medium,High,3,Yes,Yes,Neutral,No,3,Male
24,60,5,Medium,Medium,Medium,0,Yes,Yes,Neutral,No,3,Female
25,70,7,Medium,High,High,1,Yes,Yes,Positive,No,3,Male
18,87,5,Medium,Medium,High,2,Yes,Yes,Positive,No,4,Male
20,69,6,Medium,High,Medium,1,Yes,No,Neutral,No,2,Female
11,80,6,Low,Medium,Medium,1,Yes,Yes,Neutral,No,3,Male
18,96,7,Low,High,Medium,2,Yes,No,Neutral,No,1,Female
25,88,5,Medium,Medium,High,1,Yes,No,Neutral,No,1,Female
23,76,7,Medium,Medium,Medium,3,Yes,Yes,Positive,No,4,Male
23,75,8,High,High,Medium,0,Yes,Yes,Neutral,No,4,Female
20,78,5,Low,Low,Medium,1,Yes,Yes,Positive,No,3,Male
20,67,6,Low,High,High,1,Yes,No,Negative,No,4,Female
16,85,10,Low,Medium,Low,1,Yes,No,Neutral,No,3,Male
24,75,7,Medium,High,Low,0,Yes,No,Neutral,No,1,Male
23,94,4,Medium,Medium,Low,2,Yes,Yes,Neutral,No,4,Male
23,90,5,Medium,High,Medium,0,Yes,Yes,Negative,No,1,Male
17,84,7,Low,Low,Medium,0,Yes,Yes,Neutral,Yes,5,Female
7,75,7,Medium,Medium,High,0,Yes,Yes,Positive,No,4,Female
27,68,6,Medium,High,Medium,1,Yes,No,Neutral,No,5,Female
17,91,10,Medium,High,Low,7,Yes,Yes,Neutral,Yes,4,Male
15,79,10,Medium,Low,Medium,2,Yes,Yes,Neutral,No,4,Male
24,69,7,Low,Medium,High,3,Yes,Yes,Neutral,No,4,Female
18,68,8,High,Medium,Medium,2,Yes,Yes,Neutral,No,3,Male
26,67,8,Medium,Low,High,2,Yes,No,Negative,Yes,2,Female
24,91,9,High,Medium,Low,1,Yes,Yes,Positive,No,4,Female
24,69,6,Medium,High,Low,4,Yes,Yes,Positive,No,4,Male
12,81,10,Low,Medium,High,1,Yes,No,Positive,No,5,Female
27,78,7,Medium,Medium,Medium,3,Yes,Yes,Positive,No,2,Female
22,83,8,Medium,High,High,2,No,No,Positive,No,0,Female
18,95,7,Medium,Low,High,2,Yes,No,Positive,Yes,4,Male
21,95,7,Medium,Medium,Medium,1,Yes,No,Positive,No,4,Male
9,78,7,Low,High,Medium,2,Yes,Yes,Positive,No,2,Male
22,61,5,Low,High,Medium,1,Yes,No,Positive,No,3,Male
14,77,4,Low,High,High,5,Yes,No,Positive,No,3,Male
12,84,7,High,High,Medium,1,Yes,Yes,Positive,No,3,Female
11,82,6,Low,Low,Low,2,Yes,No,Neutral,No,2,Female
27,86,8,Medium,Medium,Medium,2,Yes,Yes,Positive,No,4,Male
16,66,8,Medium,High,High,1,Yes,No,Positive,No,3,Male
29,86,7,Medium,Low,Low,1,Yes,Yes,Positive,No,3,Female
17,67,9,High,Low,Medium,1,Yes,No,Negative,No,4,Male
10,90,7,Low,High,Medium,0,Yes,Yes,Neutral,No,5,Female
13,74,5,Low,High,High,3,Yes,Yes,Neutral,Yes,3,Female
27,88,7,Medium,Medium,Medium,3,Yes,Yes,Positive,No,4,Female
19,62,9,Medium,High,Medium,0,Yes,Yes,Neutral,No,4,Female
17,76,4,Medium,High,Medium,4,Yes,Yes,Neutral,No,2,Female
21,88,7,Medium,High,Low,4,Yes,Yes,Neutral,No,3,Male
23,69,8,High,High,Low,0,Yes,Yes,Neutral,No,4,Male
27,92,10,High,Medium,Medium,0,Yes,Yes,Positive,No,3,Male
29,85,9,High,High,Medium,4,No,Yes,Neutral,No,4,Male
18,84,7,Medium,Medium,Medium,2,Yes,Yes,Negative,No,3,Female
12,74,8,Low,High,Low,1,Yes,Yes,Positive,No,2,Male
18,79,4,Low,High,Medium,1,Yes,Yes,Negative,No,2,Female
22,84,5,Medium,Low,High,2,Yes,Yes,Neutral,No,3,Male
14,79,8,Medium,Medium,Medium,0,Yes,Yes,Negative,No,4,Male
14,88,7,Medium,Medium,Medium,4,Yes,Yes,Positive,No,3,Female
22,77,7,Medium,High,Low,2,Yes,Yes,Positive,No,4,Male
20,68,7,High,High,Low,0,Yes,Yes,Positive,Yes,2,Female
20,69,7,Medium,Medium,High,3,Yes,Yes,Positive,Yes,3,Female
15,60,7,Low,Medium,Medium,4,Yes,Yes,Positive,No,2,Male
19,72,5,Low,High,Medium,1,Yes,Yes,Positive,No,2,Male
14,90,7,Medium,Medium,High,2,Yes,Yes,Neutral,No,4,Male
25,92,5,Medium,Low,High,1,Yes,No,Positive,No,4,Female
26,68,6,Low,Medium,High,2,Yes,No,Neutral,No,3,Female
9,98,9,Low,High,Medium,3,Yes,No,Positive,No,2,Male
14,80,7,High,High,Low,2,Yes,Yes,Negative,No,2,Female
11,97,8,Medium,Medium,High,0,Yes,Yes,Positive,No,3,Male
16,88,7,Low,Low,High,2,Yes,No,Neutral,No,4,Female
19,89,6,Low,Medium,Medium,1,Yes,Yes,Positive,No,2,Female
11,63,5,High,High,High,0,No,Yes,Positive,Yes,4,Female
14,69,6,High,Medium,Medium,2,Yes,Yes,Positive,No,5,Female
14,60,7,Medium,Medium,Medium,1,Yes,Yes,Negative,No,3,Male
21,89,8,Medium,Low,Low,2,Yes,Yes,Neutral,No,3,Female
20,74,7,High,High,Medium,3,Yes,No,Positive,No,4,Male
16,91,8,Low,Medium,Low,2,Yes,No,Neutral,No,2,Female
21,74,5,Medium,Medium,Medium,3,Yes,Yes,Positive,No,1,Male
17,93,8,Low,High,Medium,0,Yes,No,Negative,No,3,Female
18,65,5,Medium,High,Medium,1,Yes,Yes,Neutral,No,2,Female
30,67,8,Medium,Medium,Medium,1,Yes,Yes,Neutral,No,2,Female
28,74,8,High,Medium,High,2,Yes,No,Positive,No,3,Male
12,76,4,Medium,Medium,Low,0,Yes,Yes,Neutral,No,1,Female
25,74,8,High,Low,High,0,Yes,Yes,Positive,No,4,Female
25,91,8,Medium,Low,Medium,3,Yes,Yes,Neutral,No,3,Female
13,64,9,Low,Medium,High,1,Yes,Yes,Positive,No,4,Male
25,74,6,High,Low,Medium,0,Yes,Yes,Neutral,No,1,Male
29,93,7,Medium,High,High,3,Yes,No,Positive,No,3,Male
13,63,8,Medium,Low,Medium,0,Yes,No,Negative,No,2,Male
14,98,8,Low,Medium,Medium,0,Yes,Yes,Negative,No,4,Male
26,99,8,Medium,Medium,Medium,4,Yes,Yes,Positive,Yes,4,Male
22,64,6,Low,Medium,High,1,Yes,No,Neutral,No,4,Male
23,72,8,Low,Medium,High,3,Yes,No,Neutral,No,3,Male
22,75,8,Low,High,Medium,3,Yes,Yes,Negative,No,3,Male
22,91,7,Medium,Medium,Low,1,Yes,Yes,Neutral,No,3,Female
12,84,6,Medium,High,High,2,No,Yes,Positive,No,3,Male
26,86,6,Medium,Medium,High,2,Yes,Yes,Positive,No,4,Male
27,90,9,Low,Low,Medium,2,No,No,Positive,Yes,2,Male
19,65,8,Medium,Medium,High,0,Yes,Yes,Neutral,No,3,Female
20,93,7,Medium,Medium,Low,1,Yes,No,Neutral,No,3,Female
11,88,7,Low,High,High,2,Yes,Yes,Neutral,No,3,Male
23,83,4,Low,High,High,1,Yes,Yes,Negative,No,3,Male
23,96,7,Medium,Low,Medium,1,Yes,Yes,Positive,No,3,Female
20,88,5,Medium,Low,Medium,2,Yes,Yes,Negative,No,3,Male
27,68,7,Low,Medium,Medium,0,Yes,Yes,Positive,No,4,Male
18,77,9,Low,High,Medium,1,Yes,Yes,Negative,No,2,Male
23,80,6,Low,Low,High,0,Yes,No,Positive,No,2,Male
14,62,7,Medium,Medium,High,2,Yes,Yes,Positive,No,2,Female
20,98,8,High,Medium,Medium,3,Yes,Yes,Negative,Yes,2,Male
19,65,7,Medium,Medium,High,0,No,Yes,Neutral,No,3,Female
21,88,6,Low,Medium,Medium,1,Yes,Yes,Neutral,No,3,Female
18,80,7,Medium,Medium,High,2,Yes,Yes,Positive,No,3,Female
19,61,8,High,Medium,High,4,Yes,Yes,Positive,No,3,Male
25,97,7,High,Low,High,3,Yes,Yes,Neutral,No,1,Male
17,94,7,High,Low,Low,3,Yes,No,Neutral,Yes,3,Male
10,81,9,Medium,Low,Medium,2,Yes,Yes,Neutral,No,2,Male
30,69,8,Medium,Medium,Medium,2,Yes,No,Neutral,No,3,Female
28,65,5,High,Medium,Medium,2,Yes,Yes,Neutral,No,5,Male
12,75,8,High,Medium,Medium,1,Yes,Yes,Negative,No,2,Female
24,70,8,Low,Medium,High,2,Yes,Yes,Negative,No,3,Male
17,80,5,Medium,Medium,Medium,0,Yes,Yes,Negative,No,4,Female
22,99,4,High,Medium,Medium,2,Yes,Yes,Positive,No,3,Female
22,83,5,High,Medium,Medium,0,No,Yes,Positive,No,3,Male
19,96,7,Medium,Medium,Medium,1,Yes,No,Neutral,No,4,Male
15,86,9,Medium,Low,Medium,2,Yes,No,Negative,No,4,Male
16,79,6,Medium,High,Low,0,Yes,Yes,Neutral,No,5,Male
15,94,8,Medium,Low,Low,1,Yes,Yes,Positive,No,1,Male
15,79,4,Medium,High,Medium,1,Yes,Yes,Negative,No,4,Male
20,95,7,Low,High,Low,0,No,Yes,Neutral,No,2,Male
16,72,6,Medium,Medium,Low,2,No,No,Positive,No,4,Female
24,65,10,Medium,High,High,2,Yes,No,Neutral,No,2,Male
29,94,4,Medium,Low,High,1,Yes,Yes,Positive,No,5,Male
17,83,7,Low,Low,Medium,3,Yes,Yes,Neutral,Yes,2,Male
21,96,4,Medium,Medium,Medium,1,Yes,Yes,Positive,No,2,Male
23,98,6,Medium,Medium,High,1,Yes,No,Neutral,No,1,Male
23,62,4,High,Medium,Low,3,Yes,Yes,Positive,No,2,Female
20,80,10,Medium,Medium,Medium,1,Yes,No,Positive,No,4,Male
24,75,6,Medium,Low,Medium,0,No,No,Positive,No,5,Male
23,85,7,Low,Medium,High,0,No,No,Neutral,No,2,Male
13,92,7,Low,Medium,High,4,Yes,Yes,Neutral,No,3,Male
25,71,5,Low,Medium,Medium,0,Yes,Yes,Positive,No,1,Male
25,82,9,High,High,Medium,0,Yes,No,Positive,No,0,Female
15,88,8,Medium,Medium,Medium,1,Yes,No,Positive,No,2,Male
20,65,8,Medium,Medium,High,0,Yes,Yes,Positive,No,5,Male
24,93,5,Medium,Medium,High,1,Yes,No,Neutral,No,1,Female
19,84,9,Low,High,Medium,1,Yes,No,Negative,Yes,3,Male
26,98,9,Low,Low,High,4,Yes,Yes,Positive,No,2,Male
34,74,7,Medium,High,Low,2,Yes,Yes,Positive,No,2,Female
15,64,8,Low,Medium,Medium,0,Yes,Yes,Negative,No,3,Male
12,80,7,Medium,Medium,Low,3,Yes,No,Neutral,No,3,Female
22,63,5,High,High,Low,2,Yes,No,Neutral,No,1,Male
24,99,7,Medium,High,Medium,0,Yes,Yes,Positive,No,3,Male
19,62,6,Medium,Medium,High,0,Yes,Yes,Negative,Yes,3,Male
29,90,7,Medium,Low,Medium,0,Yes,Yes,Neutral,Yes,2,Male
12,81,9,Medium,High,Medium,2,Yes,Yes,Negative,No,2,Male
24,75,5,High,Medium,Low,2,Yes,Yes,Neutral,No,2,Male
16,63,6,High,Medium,Medium,1,Yes,No,Negative,No,4,Female
30,85,6,Medium,Low,Medium,2,Yes,No,Positive,No,3,Female
32,83,6,Low,Medium,Medium,1,Yes,Yes,Neutral,No,3,Male
15,71,6,High,High,Medium,3,No,No,Positive,No,3,Female
17,96,7,Low,Medium,Medium,1,Yes,Yes,Negative,No,4,Female
25,72,8,Medium,High,Medium,0,Yes,Yes,Negative,No,4,Female
18,78,8,Medium,Low,Medium,4,Yes,No,Positive,Yes,4,Male
20,82,7,Low,Low,Low,0,Yes,Yes,Neutral,No,3,Female
20,64,8,High,Medium,Medium,1,Yes,Yes,Positive,No,3,Male
8,97,10,High,High,Medium,0,Yes,Yes,Neutral,No,1,Male
20,75,7,High,High,High,1,Yes,Yes,Positive,No,4,Male
16,63,9,Low,High,High,2,Yes,No,Negative,No,5,Female
17,75,8,Medium,Low,High,1,Yes,Yes,Positive,No,3,Female
29,84,10,High,High,Medium,3,Yes,Yes,Neutral,No,4,Female
12,81,8,Low,High,Medium,1,Yes,No,Positive,No,3,Male
25,88,6,Medium,Low,High,2,Yes,Yes,Negative,No,4,Female
18,62,7,Medium,Medium,Medium,2,Yes,Yes,Positive,No,3,Male
18,71,7,Low,Medium,Low,1,Yes,Yes,Neutral,No,2,Male
25,93,8,High,Medium,High,0,Yes,No,Neutral,No,3,Male
22,63,6,Low,High,Low,1,Yes,No,Negative,No,2,Male
23,94,9,Medium,Low,Low,2,Yes,Yes,Positive,No,2,Female
26,64,7,Medium,Medium,High,3,Yes,No,Positive,No,3,Male
18,93,8,Medium,Medium,High,2,Yes,Yes,Positive,No,2,Female
16,74,7,Low,Medium,High,4,Yes,Yes,Positive,No,3,Male
13,84,7,Medium,High,Medium,0,No,No,Neutral,Yes,4,Male
15,66,7,High,Medium,High,2,Yes,Yes,Negative,No,3,Female
38,63,8,High,Medium,High,1,Yes,No,Positive,No,3,Male
27,69,10,Medium,High,High,1,No,Yes,Positive,Yes,4,Female
12,65,4,Medium,High,High,0,Yes,Yes,Neutral,No,2,Female
12,72,8,High,Medium,Medium,1,Yes,Yes,Positive,No,3,Male
23,81,7,Medium,Medium,Low,0,Yes,Yes,Neutral,No,0,Female
23,84,7,Medium,Medium,High,1,Yes,Yes,Positive,No,4,Male
23,92,4,High,High,Medium,0,Yes,Yes,Negative,No,4,Female
18,86,8,Medium,High,Medium,2,Yes,No,Neutral,No,1,Male
19,84,7,Low,Medium,High,1,Yes,Yes,Negative,No,2,Male
22,76,6,Medium,Medium,Medium,0,Yes,Yes,Neutral,No,2,Male
21,79,7,Low,Low,Medium,2,Yes,Yes,Neutral,No,3,Male
7,77,7,High,Low,Medium,4,Yes,Yes,Positive,No,2,Female
19,94,4,Medium,Medium,Low,4,Yes,No,Negative,No,3,Female
15,69,7,High,Medium,Medium,2,Yes,Yes,Neutral,No,5,Female
21,60,8,Low,Low,High,0,Yes,No,Positive,No,3,Male
38,86,6,High,High,Medium,1,Yes,No,Negative,No,4,Female
22,68,7,Medium,Medium,Low,0,Yes,Yes,Neutral,No,3,Male
18,96,7,High,High,High,2,Yes,No,Negative,No,2,Male
26,94,9,Medium,Medium,Medium,0,Yes,No,Neutral,Yes,3,Female
23,63,7,Medium,High,Medium,2,Yes,No,Positive,No,1,Male
23,64,8,Low,Medium,High,3,Yes,Yes,Neutral,No,3,Female
24,80,7,Low,Medium,Medium,0,Yes,Yes,Positive,No,3,Male
32,84,10,Medium,Medium,High,1,Yes,Yes,Positive,No,5,Male
13,71,6,Low,Medium,High,4,Yes,Yes,Positive,No,4,Female
23,89,6,Medium,High,High,4,Yes,No,Neutral,No,3,Female
14,84,7,Medium,Medium,Medium,0,Yes,No,Neutral,No,2,Female
23,73,6,Medium,Medium,Medium,1,Yes,No,Positive,No,3,Male
14,61,5,Low,Medium,Medium,0,No,No,Neutral,No,0,Female
17,90,8,Medium,High,High,2,Yes,No,Positive,No,3,Male
18,69,4,High,Low,High,1,Yes,Yes,Neutral,No,3,Male
26,93,6,Medium,Low,High,1,Yes,No,Positive,No,3,Female
26,77,5,Medium,High,Medium,1,Yes,Yes,Neutral,No,2,Female
13,83,7,Medium,Low,Medium,4,Yes,Yes,Negative,No,5,Female
20,95,4,Medium,Low,Medium,3,Yes,No,Negative,Yes,3,Male
16,95,8,Low,Medium,Low,2,No,No,Neutral,No,4,Female
12,75,8,Low,Medium,High,1,Yes,No,Negative,No,3,Female
19,68,5,Medium,Medium,Medium,0,Yes,Yes,Neutral,Yes,3,Male
18,91,7,Medium,Medium,Medium,1,Yes,No,Negative,No,4,Male
35,77,8,Medium,High,High,5,Yes,Yes,Positive,No,4,Female
23,68,8,Medium,High,Low,1,Yes,Yes,Neutral,No,2,Male
12,96,5,Low,High,High,3,Yes,Yes,Positive,No,4,Female
17,68,5,Medium,Medium,Low,4,Yes,Yes,Positive,No,2,Male
26,61,9,Medium,Low,High,0,No,Yes,Positive,No,4,Female
33,61,6,Medium,High,Medium,1,Yes,No,Positive,No,4,Female
10,85,6,High,Low,Low,1,Yes,Yes,Neutral,Yes,3,Male
9,86,8,High,High,Medium,0,Yes,No,Positive,No,3,Female
31,72,5,High,Low,High,2,Yes,Yes,Positive,No,2,Male
22,73,7,Low,High,Medium,2,No,Yes,Positive,No,3,Male
15,74,8,Medium,High,Medium,1,Yes,Yes,Neutral,No,4,Male
23,87,5,Medium,Medium,High,1,Yes,No,Neutral,No,4,Male
4,62,6,High,Medium,Medium,3,Yes,No,Neutral,No,2,Female
20,97,5,Medium,Medium,High,0,Yes,Yes,Negative,No,3,Female
22,69,6,Low,Medium,Medium,0,Yes,Yes,Neutral,Yes,1,Male
26,100,9,Medium,Low,Medium,2,Yes,No,Positive,No,4,Male
14,67,9,Low,Medium,Medium,1,Yes,Yes,Neutral,Yes,3,Male
21,91,7,High,Medium,Medium,2,Yes,Yes,Neutral,No,3,Female
14,69,8,Medium,Medium,Low,1,Yes,Yes,Negative,No,1,Female
22,63,8,Medium,Medium,Medium,1,Yes,Yes,Neutral,No,3,Female
15,95,6,Low,Medium,Medium,0,Yes,Yes,Positive,No,5,Female
18,94,7,Medium,Low,Medium,1,Yes,Yes,Neutral,Yes,3,Male
14,76,5,Medium,High,Medium,1,Yes,Yes,Negative,No,3,Male
24,88,6,Medium,High,Medium,1,Yes,Yes,Positive,No,3,Female
25,82,7,High,Medium,Medium,3,Yes,Yes,Neutral,No,2,Female
19,94,5,Medium,Low,High,1,Yes,No,Neutral,No,3,Female
20,73,5,Medium,High,Medium,2,Yes,Yes,Positive,Yes,5,Female
